緯度,経度,施設名,ふりがな,住所,,区,電話番号　,施設情報,施設種別,0歳児,1歳児,2歳児,3歳児,4歳児,5歳児,月,指定園,新制度未移行園,ソート,月
34.664534,135.522095,（仮称）ポピンズナーサリースクール天王寺（平成28年4月1日開設）,ぽぴんずなーさりーすくーるてんのうじ,天王寺区石ヶ辻町14-2,9,天王寺区,,,保育所,0,0,0,0,0,0,3,,,93315,5
34.659193,135.51654,四天王寺夕陽丘保育園南分園,してんのうじゆうひがおかほいくえんみなみぶんえん,天王寺区上汐５－５－２ ,9,天王寺区,06-6772-4497,,保育所,-,-,-,,,,3,,,93302,5
34.661337,135.515617,四天王寺夕陽丘保育園北分園,してんのうじゆうひがおかほいくえんきたぶんえん,天王寺区上汐５－７－３３　,9,天王寺区,06-6772-4497,,保育所,-,-,-,,,,3,,,93303,5
34.651329,135.523798,すくすく保育園分園,すくすくほいくえんぶんえんいち,天王寺区国分町１６－２０,9,天王寺区,06-6771-2590,,保育所,-,-,-,,,,3,,,93305,5
34.653156,135.52004,あかつき保育園,あかつきほいくえん,天王寺区勝山２－１３－２６,9,天王寺区,06-6771-4150,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319689/c03akatuki.pdf,地域型,0,0,0,,,,3,,,94303,5
34.664258,135.521523,蓮美幼児学園　石ヶ辻プリメール,れんびようじがくえん　いしがつじぷりめーる,天王寺区石ヶ辻町１３－１６　前田ビル１階,9,天王寺区,06-6776-4152,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319689/c04ishigatujimaypul.pdf,地域型,0,0,0,,,,3,,,94304,5
34.674112,135.521853,かのん保育園,かのんほいくえん,天王寺区清水谷町８－１９－２０２,9,天王寺区,06-4303-5280,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319689/c01kanon.pdf,地域型,0,0,0,,,,3,,,94301,5
34.664254,135.520858,ＴＯＴ　ＫＩＤＳ,とっときっず,天王寺区石ヶ辻町１８－２５,9,天王寺区,06-6776-8433,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319689/c02totkids.pdf,地域型,0,0,0,,,,3,,,94302,5
34.659074,135.507619,愛染園愛染橋保育園,あいぜんえんあいぜんばしほいくえん,浪速区日本橋東2-9-11,10,浪速区,06-6632-5640,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/01aizenenaizenbashi.pdf,保育所,0,0,0,0,0,0,3,,,103301,5
34.65769,135.509384,愛染橋保育園分室,あいぜんばしほいくえんぶんしつ,浪速区下寺３－１－１４　エクレール夕陽丘２階部分,10,浪速区,06-6632-5640,,保育所,-,-,-,-,-,-,3,,,103302,5
34.659762,135.492722,大阪市立小田町保育所,おおさかしりつおだまちほいくしょ,浪速区塩草2-1-12,10,浪速区,06-6562-0008,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/02odamachi.pdf,保育所,0,0,0,0,0,0,3,,,103101,5
34.653774,135.495855,大阪市立大国保育所,おおさかしりつだいこくほいくしょ,浪速区大国2-13-1,10,浪速区,06-6649-6182,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/03daikoku.pdf,保育所,0,0,0,0,0,0,3,,,103201,5
34.654321,135.491306,大阪市立浪速第1保育所,おおさかしりつなにわだいいちほいくしょ,浪速区浪速東3-2-53,10,浪速区,06-6568-1901,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/04naniwadai1.pdf,保育所,0,0,0,0,2,1,3,,,103102,5
34.657975,135.484514,大阪市立浪速第5保育所,おおさかしりつなにわだいごほいくしょ,浪速区木津川2-3-46,10,浪速区,06-6568-1905,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/05naniwadai5.pdf,保育所,0,0,0,0,4,1,3,,,103103,5
34.656113,135.50211,大阪市立広田保育所,おおさかしりつひろたほいくしょ,浪速区日本橋西2-8-11,10,浪速区,06-6641-6942,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/07hirota.pdf,保育所,0,0,0,0,2,7,3,,,103202,5
34.663279,135.49476,蓮美幼児学園みなとまちナーサリー,れんびようじがくえんみなとまちなーさりー,浪速区湊町2-1-34 アーベインなんば1F,10,浪速区,06-6646-4152,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/08minatomachina-sari-.pdf,保育所,0,0,0,,,,3,,,103303,5
34.668657,135.482578,浪速さくら保育園,なにわさくらほいくえん,浪速区幸町3-8-2日吉橋ハイツ１階,10,浪速区,06-6562-7711,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/09naniwasakura.pdf,保育所,0,0,0,0,0,0,3,,,103304,5
34.668646,135.485394,浪速さくら保育園幸町分園２F・３Ｆ,なにわさくらほいくえんさいわいちょうぶんえんにかいさんかい,浪速区幸町３－３－１４ジュネス幸町２・３階,10,浪速区,06-6562-7711,,保育所,-,-,-,-,-,-,3,,,103305,5
34.660406,135.49468,もとまちさくらさくほいくえん,もとまちさくらさくほいくえん,浪速区元町3-6-2,10,浪速区,06-6586-9739,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12682/10motomachisakurasakuhoikuen.pdf,保育所,0,0,0,0,1,2,3,,,103306,5
34.652508,135.500243,グローバルキッズ戎本町園,ぐろーばるきっずえびすほんまちえん,浪速区戎本町2-6-26,10,浪速区,06-6633-1455,http://www.city.osaka.lg.jp/kodomo/cmsfilescontents/0000012/12682/11globalkidebisumotomachi.pdf,保育所,0,0,0,0,3,7,3,,,103307,5
34.665741,135.493687,桜川保育園,さくらがわほいくえん,浪速区桜川1-4-3,10,浪速区,06-4393-8507,http://www.city.osaka.lg.jp/kodomo/cmsfiles/modify_contents/0000012/12682/12sakuragawa.pdf,保育所,0,0,0,0,3,0,3,,,103308,5
34.664364,135.488243,ぬくもりのおうち保育　桜川園,ぬくもりのおうちほいく　さくらがわえん,浪速区桜川２－１３－２３　メゾンパシフィック１Ｆ,10,浪速区,06-6563-4188,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319690/c01nukumorinoouchisakuragawa.pdf,地域型,0,0,0,,,,3,,,104301,5
34.669544,135.485592,あったかスマイル・なにわ,あったかすまいる・なにわ,浪速区幸町３－１－９,10,浪速区,06-6563-9755,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319690/c02attakasmilenaniwa.pdf,地域型,0,0,0,,,,3,,,104302,5
34.652477,135.503848,保育ママ　大きなじゃんぐる,ほいくまま　おおきなじゃんぐる,浪速区恵美須西２－４－９　,10,浪速区,06-6630-0082,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319690/c03hoikumamaokinajangl.pdf,地域型,0,0,0,,,,3,,,104303,5
34.669292,135.491467,あい・あい保育園　桜川園,あい・あいほいくえん　さくらがわえん,浪速区幸町２－１－５　オークダイト１Ｆ,10,浪速区,06-6556-7791,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319690/c04aiaihoikuensakuragawa.,地域型,0,0,0,,,,3,,,104304,5
34.656439,135.50595,こぐまの森保育園　日本橋園（平成28年4月1日開設）,こぐまのもりほいくえん　にほんばしえん,浪速区日本橋５－７－１２ルネ日本橋２Ｆ,10,浪速区,06-6125-3000,,地域型,0,0,0,,,,3,,,104305,5
34.703341,135.428794,青空保育園,あおぞらほいくえん,西淀川区中島1-14-5,11,西淀川区,06-6472-7008,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/01aozora.pdf,保育所,4,2,0,1,0,0,3,,,113301,5
34.706786,135.442988,大阪市立大和田保育所,おおさかしりつおおわだほいくしょ,西淀川区大和田5-2-33,11,西淀川区,06-6473-5421,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/02oowada.pdf,保育所,0,0,0,0,0,0,3,,,113202,5
34.712584,135.43801,大阪市立佃保育所,おおさかしりつつくだほいくしょ,西淀川区佃4-9-9,11,西淀川区,06-6473-9507,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/04tukuda.pdf,保育所,0,0,0,5,7,9,3,,,113104,5
34.70275,135.435231,大阪市立出来島保育所,おおさかしりつできじまほいくしょ,西淀川区出来島3-2-99,11,西淀川区,06-6472-4397,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/05dekijima.pdf,保育所,,0,0,7,4,4,3,,,113103,5
34.712937,135.464988,大阪市立柏里保育所,おおさかしりつかしわざとほいくしょ,西淀川区柏里3-17-1-101,11,西淀川区,06-6471-0440,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/06kasiwazato.pdf,保育所,0,0,0,0,0,1,3,,,113101,5
34.70929,135.459725,大阪市立野里保育所,おおさかしりつのざとほいくしょ,西淀川区野里2-10-15,11,西淀川区,06-6472-9261,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/07nozato.pdf,保育所,0,0,0,0,0,0,3,,,113204,5
34.706314,135.457805,大阪市立姫里保育所,おおさかしりつひめのさとほいくしょ,西淀川区姫里2-13-2,11,西淀川区,06-6474-7845,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/08himezato.pdf,保育所,0,0,0,0,0,0,3,,,113203,5
34.704766,135.449699,大阪市立姫島保育所,おおさかしりつひめじまほいくしょ,西淀川区姫島4-21-7,11,西淀川区,06-6471-0859,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/09himejima.pdf,保育所,0,0,0,0,2,0,3,,,113102,5
34.696655,135.441658,大阪市立福保育所,おおさかしりつふくほいくしょ,西淀川区福町2-12-1-107,11,西淀川区,06-6471-1742,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/10huku.pdf,保育所,0,0,0,0,2,1,3,,,113201,5
34.708783,135.456603,みどり保育園,みどりほいくえん,西淀川区姫里3-13-9,11,西淀川区,06-4808-3939,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/11midori.pdf,保育所,0,0,0,0,0,0,3,,,113303,5
34.707451,135.467209,聖花保育園,みはなほいくえん,西淀川区花川1-6-2,11,西淀川区,06-6471-6224,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/12mihana.pdf,保育所,0,0,0,0,0,0,3,,,113304,5
34.710044,135.447451,よどっこ保育園,よどっこほいくえん,西淀川区千舟3-9-30,11,西淀川区,06-6474-6698,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/13yodokko.pdf,保育所,0,0,0,1,0,2,3,,,113306,5
34.722486,135.455506,レイモンドみてじま保育園,れいもんどみてじまほいくえん,西淀川区御幣島6-16-25,11,西淀川区,06-6195-1316,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/14sofiamitejima.pdf,保育所,4,0,0,,,,3,,,113307,5
34.699196,135.451598,姫島南保育園,ひめじまみなみほいくえん,西淀川区姫島3-2-15,11,西淀川区,06-6475-2200,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/15himejimaminami.pdf,保育所,0,0,0,0,0,0,3,,,113309,5
34.714813,135.448581,みさき佃保育園,みさきつくだほいくえん,西淀川区佃1-1-55,11,西淀川区,06-6477-3630,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/16misakitukuda.pdf,保育所,0,0,0,0,0,0,3,,,113310,5
34.720438,135.45612,香簔保育園,おおさかしりつかみのほいくえん,西淀川区御幣島5-10-26,11,西淀川区,06-6473-2890,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12683/03kamino.pdf,保育所,0,0,0,0,0,0,3,,,113311,5
34.707469,135.463966,聖花保育園　分園,みはなほいくえんぶんえん,西淀川区花川２丁目１９番８号,11,西淀川区,06-6471-6224,,保育所,-,-,,,,,3,,,113305,5
34.713052,135.45232,レイモンドおひさま保育園,れいもんどおひさまほいくえん,西淀川区御幣島２丁目１０－１,11,西淀川区,06-6195-1316,,保育所,,,-,,,,3,,,113308,5
34.705932,135.431452,青空保育園　分園,あおぞらほいくえんぶんえん,西淀川区中島１丁目４番１３号,11,西淀川区,06-6472-7008,,保育所,,-,,,,,3,,,113302,5
34.70802,135.442683,認定こども園　光の園幼稚園,にんていこどもえんひかりのそのようちえん,西淀川区大和田5-17-6,11,西淀川区,06-6471-4248,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319202/n06hikarinosonoyouchien.pdf,認定こども園,0,0,0,0,0,0,3,1,,112301,5
34.71669,135.45479,きらら　みてじま保育園,きらら　みてじまほいくえん,西淀川区御幣島４－２－２１,11,西淀川区,06-6477-0445,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319691/c01kiraramitezima.pdf,地域型,1,0,0,,,,3,,,114301,5
34.710962,135.465267,きらら　かしわざと保育園,きらら　かしわざとほいくえん,西淀川区柏里２－１３－２３,11,西淀川区,080-4819-6171,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319691/c02kirarakasiwazato.pdf,地域型,4,0,2,,,,3,,,114302,5
34.706543,135.46156,小規模保育施設　ベビーランド　さくら園,しょうきぼほいくしせつ　べびーらんど　さくらえん,西淀川区姫里２－１－３,11,西淀川区,06-6477-1390,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319691/c03babylandsakura.pdf,地域型,3,0,2,,,,3,,,114303,5
34.710093,135.468298,ゆりかごハウス,ゆりかごはうす,西淀川区柏里１－１６－９,11,西淀川区,06-7164-0047,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319691/c04yurikago.pdf,地域型,2,0,1,,,,3,,,114304,5
34.71926,135.487121,愛光保育園,あいこうほいくえん,淀川区十三東1-13-29,12,淀川区,06-6303-4767,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/01aiko.pdf,保育所,0,0,0,0,0,0,3,,,123301,5
34.725729,135.458862,大阪市立加島第１保育所,おおさかしりつかしまだいいちほいくしょ,淀川区加島1-32-17,12,淀川区,06-6309-3090,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/02kasimadai1.pdf,保育所,0,0,0,0,0,0,3,,,123101,5
34.727854,135.487572,大阪市立木川第１保育所,おおさかしりつきかわだいいちほいくしょ,淀川区木川西4-4-3-101,12,淀川区,06-6303-5018,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/03kikawdai1.pdf,保育所,0,0,0,0,0,0,3,,,123103,5
34.731583,135.488108,大阪市立木川第２保育所,おおさかしりつきかわだいにほいくしょ,淀川区三国本町1-13-16,12,淀川区,06-6393-4171,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/04kikawadai2.pdf,保育所,0,0,0,0,0,0,3,,,123202,5
34.726965,135.482763,大阪市立十三保育所,おおさかしりつじゅうそうほいくしょ,淀川区野中南2-2-6,12,淀川区,06-6301-6479,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/05jyuusou.pdf,保育所,0,0,0,0,0,0,3,,,123102,5
34.732558,135.451008,大阪市立西加島保育所,おおさかしりつにしかしまほいくえん,淀川区加島4-19-50,12,淀川区,06-6309-2022,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/07nisikasima.pdf,保育所,,0,0,0,0,0,3,,,123201,5
34.73649,135.488988,大阪市立三国保育所,おおさかしりつみくにほいくしょ,淀川区西宮原2-6-57,12,淀川区,06-6391-5040,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/08mikuni.pdf,保育所,0,0,0,0,0,0,3,,,123104,5
34.732128,135.456837,かぐはし保育園,かぐはしほいくえん,淀川区加島4-4-20,12,淀川区,06-6308-7570,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/09kaguhasi.pdf,保育所,0,0,0,0,0,0,3,,,123302,5
34.742543,135.500742,新東三国保育園,しんひがしみくにほいくえん,淀川区東三国2-12-13,12,淀川区,06-6392-3215,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/10shinhigashimikuni.pdf,保育所,0,0,0,0,0,0,3,,,123303,5
34.722607,135.475937,博愛社保育園,はくあいしゃほいくえん,淀川区十三元今里3-1-72,12,淀川区,06-6302-3405,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/11hakuaisya.pdf,保育所,0,0,0,0,0,0,3,,,123304,5
34.727726,135.472061,ひかり保育園,ひかりほいくえん,淀川区三津屋中1-6-1,12,淀川区,06-6301-2006,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/12hikari.pdf,保育所,0,0,0,0,0,0,3,,,123305,5
34.725998,135.470564,ふたばこども園,ふたばこどもえん,淀川区三津屋南2-20-5,12,淀川区,06-6308-0956,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/13futabakodomoen.pdf,保育所,0,0,0,0,0,0,3,,,123306,5
34.731751,135.475312,ふたば乳児園,ふたばにゅうじえん,淀川区新高6-2-8,12,淀川区,06-6397-0880,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/14futabanyuuji.pdf,保育所,0,0,0,,,,3,,,123307,5
34.717845,135.476677,ミード保育園,みーどほいくえん,淀川区十三元今里1-1-52,12,淀川区,06-6309-7122,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/15mi-do.pdf,保育所,0,0,0,0,0,0,3,,,123309,5
34.718295,135.474105,淀川ベビー保育園,よどがわべびーほいくえん,淀川区田川1-4-18,12,淀川区,06-6300-1129,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/16yodogawabebi-.pdf,保育所,0,0,0,,,,3,,,123310,5
34.745461,135.495812,つくしんぼ保育園,つくしんぼほいくえん,淀川区東三国6-3-46,12,淀川区,06-6398-6691,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/17tukusinbo.pdf,保育所,0,0,0,,,,3,,,123313,5
34.746056,135.487878,明の守保育園,あきのもりほいくえん,淀川区十八条3-11-2,12,淀川区,06-6395-6600,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/19akinomori.pdf,保育所,0,0,0,0,0,0,3,,,123314,5
34.715069,135.469472,高等森友学園,こうとうもりともがくえん,淀川区塚本4-7-8,12,淀川区,06-6305-2313,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/21koutoumoritomo.pdf,保育所,0,0,0,0,0,0,3,,,123315,5
34.744226,135.493867,つくしんぼ西保育園,つくしんぼにしほいくえん,淀川区東三国6-21-28,12,淀川区,06-4807-7205,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/22tukusinbonishi.pdf,保育所,,,,0,0,0,3,,,123316,5
34.739891,135.486303,みくにひじり保育園,みくにひじりほいくえん,淀川区西三国3-17-32,12,淀川区,06-6392-2526,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/23mikunihijiri.pdf,保育所,0,0,0,,,,3,,,123317,5
34.733166,135.47709,ふたば未来園,ふたばみらいえん,淀川区新高5-14-2,12,淀川区,06-6396-5121,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/25hutabamirai.pdf,保育所,0,0,0,0,0,0,3,,,123308,5
34.716932,135.466383,塚本くすのき保育園,つかもとくすのきほいくえん,淀川区塚本6-10-7,12,淀川区,06-6301-4710,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/06tukamoto.pdf,保育所,0,0,0,0,0,0,3,,,123319,5
34.731971,135.485711,クオリスキッズ三国本町保育園,くおりすきっずみくにほんまちほいくえん,淀川区三国本町1-12-54,12,淀川区,06-6350-2351,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12685/26kuoriskidsmikunionmachi.pdf,保育所,0,0,0,0,0,0,3,,,123318,5
34.738051,135.501879,徳蔵寺保育園なかよし,とくぞうじほいくえんなかよし,淀川区宮原1-16-31 シャインライフマンション　1階,12,淀川区,06-6350-3811,,保育所,0,0,0,,,,3,,,123320,5
34.738386,135.495855,淀川ベビー保育園　宮原分園,よどがわべびーほいくえんみやはらぶんえん,淀川区宮原５－５－１５　フローライト新大阪１階,12,淀川区,06-6395-0340,,保育所,0,,,,,,3,,,123311,5
34.741908,135.499036,淀川ベビー保育園　東三国分園,よどがわべびーほいくえんひがしみくにぶんえん,淀川区東三国２－３８－３トーヨーハイロンビル２階・４階,12,淀川区,06-4807-4000,,保育所,,0,0,0,0,0,3,,,123312,5
34.741674,135.490541,あい保育園　西三国（平成28年4月1日開設）,あいほいくえんにしみくに,淀川区西三国1-8（仮,12,淀川区,03-6435-8702（準備室）,,保育所,0,0,0,0,0,0,3,,,123321,5
34.72682,135.482787,十三保育園（平成28年4月1日民間移管）,じょうそうほいくえん,淀川区野中南2-2-6,12,淀川区,06-6301-6479,,保育所,0,0,0,0,0,0,3,,,123322,5
34.737257,135.483388,認定こども園　メリーポピンズこども園,にんていこどもえんめりーぽぴんずこどもえん,淀川区三国本町3-37-35-404,12,淀川区,06-6393-7400,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319203/n09merypopinz.pdf,認定こども園,0,0,0,0,0,0,3,,,122303,5
34.738716,135.500103,認定こども園　ひじり幼稚園・ひじり保育園,にんていこどもえんひじりようちえん・ひじりほいくえん,淀川区宮原2-10-17,12,淀川区,06-6393-3348,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319203/n07hijiriyoushienhoikuen.pdf,認定こども園,0,0,0,0,0,0,3,1,,122301,5
34.739003,135.492727,認定こども園　ポラリスこども園,にんていこどもえんぽらりすこどもえん,淀川区西宮原3-3-101,12,淀川区,06-6392-0025,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319203/n08porais.pdf,認定こども園,0,0,0,0,0,0,3,,,122302,5
34.739697,135.486094,認定こども園　みくにひじり幼稚園（平成28年4月1日開設）,にんていこどもえんみくにひじりようちえん,淀川区西三国3-17-32,12,淀川区,06-6392-2525,,認定こども園,,,,0,0,0,3,,,122304,5
34.724759,135.492915,ぬくもりのおうち保育　木川東園,ぬくもりのおうちほいく　きかわえん,淀川区木川東２－３－２０　ライフステージ新大阪１階,12,淀川区,06-6885-4188,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319692/c01nukumorinoouchikigawahigashi.pdf,地域型,0,0,0,,,,3,,,124301,5
34.735128,135.484133,小規模保育園　育　三国園,しょうきぼほいくえん　はぐくみ　みくにえん,淀川区三国本町２－１６－１４,12,淀川区,06-6392-3575,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319692/c02ikumikuni.pdf,地域型,0,0,0,,,,3,,,124302,5
34.741313,5.487009,ホザナ　グレース　保育園,ほざな　ぐれーす　ほいくえん,淀川区西三国２－１４－１４,12,淀川区,06-6393-1210,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319692/c03bosanagrace.pdf,地域型,0,0,0,,,,3,,,124303,5
34.726262,135.495517,学校法人山添学園　みゆきっこ　つばめ保育園,がっこうほうじんやまぞえがくえん　みゆきっこ　つばめほいくえ,淀川区西中島４－１０－４　オクムラビル1階,12,淀川区,06-6195-2001,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319692/c04miyukikkotubame.pdf,地域型,0,0,0,,,,3,,,124304,5
34.741084,135.495291,かいせいプチ保育園　東三国園,かいせいぷちほいくえん　ひがしみくに,淀川区東三国４－１１－４　新大阪明成ビル２０２号,12,淀川区,06-6399-1122,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319692/c05kaiseipitit.pdf,地域型,0,0,0,,,,3,,,124305,5
34.713131,135.470851,塚本駅前　にこにこ保育園,つかもとえきまえ　にこにこほいくえん,淀川区塚本２－１８－１５ 塚本総合クリニック1階,12,淀川区,06-6309-5201,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319692/c06tukamotoekimaenikoniko.pdf,地域型,0,0,0,,,,3,,,124306,5
34.715814,135.471406,こまどり保育園塚本4丁目,こまどりほいくえんつかもとよんちょうめ,淀川区塚本４－８－２６　コアイーストプレイス１０１号,12,淀川区,06-6301-0710,,地域型,0,0,0,,,,3,,,124307,5
34.715775,135.471294,ポコこまどり,ぽここまどり,淀川区塚本４－８－２６　コアイーストプレイス２０７号,12,淀川区,06-6301-0710,,地域型,0,0,0,,,,3,,,124308,5
34.726906,135.490168,ニチイキッズ木川東保育園（平成28年4月1日開設）,にちいきっずきがわひがしほいくえん,淀川区木川東3-10-20　ライフステージ新大阪1階,12,淀川区,06-6885-4188,,地域型,0,0,0,,,,3,,,124309,5
34.759851,135.537381,相川保育園,あいかわほいくえん,東淀川区相川3-11-24,13,東淀川区,06-6340-3595,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/01aikawa.pdf,保育所,0,0,0,0,0,0,3,,,133301,5
34.738064,135.519187,淡路保育園,あわじほいくえん,東淀川区東淡路4-22-5,13,東淀川区,06-6322-0083,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/02awaji.pdf,保育所,,,0,0,0,0,3,,,133302,5
34.761414,135.54849,井高野第二保育園,いたかのだいにほいくえん,東淀川区井高野2-1-57,13,東淀川区,06-6340-5678,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/03itakanodai2.pdf,保育所,0,0,0,0,0,0,3,,,133303,5
34.762363,135.547251,井高野保育園,いたかのほいくえん,東淀川区井高野3-8-17,13,東淀川区,06-6340-7648,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/04itakano.pdf,保育所,0,0,0,0,0,0,3,,,133304,5
34.766933,135.544413,井高野第三保育園,いたかのだいさんほいくえん,東淀川区井高野3-1-58,13,東淀川区,06-6349-3458,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/05itakanodai3.pdf,保育所,0,0,0,0,0,0,3,,,133305,5
34.731024,135.508654,大阪市立あすか保育所,おおさかしりつあすかほいくしょ,東淀川区東中島3-14-13,13,東淀川区,06-6322-1400,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/06asuka.pdf,保育所,0,0,0,0,0,0,3,,,133103,5
34.745445,135.521333,大阪市立下新庄保育所,おおさかしりつしもしんじょうほいくしょ,東淀川区下新庄5-3-22,13,東淀川区,06-6329-5080,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/07simosinnjyou.pdf,保育所,0,0,0,0,0,0,3,,,133201,5
34.744024,135.54076,大阪市立豊里第1保育所,おおさかしりつとよさとだいいちほいくしょ,東淀川区豊里7-21-23,13,東淀川区,06-6328-5200,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/08toyosatodai1.pdf,保育所,,0,0,0,0,0,3,,,133105,5
34.737173,135.539757,大阪市立豊里第2保育所,おおさかしりつとよさとだいにほいくしょ,東淀川区豊里2-1-26,13,東淀川区,06-6328-0616,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/09toyosatodai2.pdf,保育所,0,0,0,0,0,0,3,,,133202,5
34.737156,135.539744,大阪市立西淡路第2保育所,おおさかしりつにしあわじだいにほいくしょ,東淀川区西淡路5-1-14,13,東淀川区,06-6323-5160,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/11nisiawajidai2.pdf,保育所,0,0,0,0,0,0,3,,,133102,5
